ORDER ID,ORDER DATE,CUSTOMER ID,PRODUCT ID,TRANSACTION ID,UNITS IN ORDER,ORDER TOTAL
113067,2021-09-30,100000041,3962085980,513067,8,466.488
111590,2017-11-21,100000041,6697166886,511590,10,704.52
111309,2017-11-23,100000041,7690258628,511309,1,20.8335
111156,2019-08-04,100000042,4681342313,511156,6,168.636
111833,2016-09-07,100000042,1336619171,511833,10,600.096
112632,2016-05-31,100000042,3390230025,512632,6,188.8272
110519,2018-10-05,100000042,1893735141,510519,10,82.908
112301,2018-09-10,100000042,2020397001,512301,1,21.714
112755,2017-12-28,100000042,2020397001,512755,7,151.998
113162,2022-06-03,100000042,6511971572,513162,3,135.0216
110923,2020-10-12,100000045,3795753080,510923,2,64.638
113131,2018-11-04,100000049,1489444777,513131,5,234.024
111563,2016-03-03,100000049,1737807900,511563,4,40.376
110088,2022-02-04,100000050,7270957383,510088,10,289.545
111561,2019-04-10,100000050,2524845521,511561,9,573.0372
113207,2022-08-28,100000051,7833392032,513207,8,429.0048
113236,2016-04-13,100000051,2113413915,513236,3,35.424
110457,2021-09-14,100000051,3795753080,510457,8,275.7888
112765,2021-03-28,100000051,3795753080,512765,6,206.8416
110089,2018-10-03,100000052,6182617964,510089,2,199.92
111767,2018-07-12,100000052,8262662751,511767,7,753.8454
112011,2021-05-29,100000053,1489444777,512011,10,434.616
112329,2019-06-29,100000053,3405268556,512329,1,23.1504
112560,2016-12-14,100000054,7833392032,512560,3,155.8494
112038,2018-10-02,100000054,1489444777,512038,6,266.5008
110762,2018-01-16,100000055,2926937052,510762,2,19.8352
110281,2021-05-04,100000055,2113413915,510281,1,11.316
110777,2022-03-02,100000055,8694351166,510777,8,286.0832
111064,2016-08-15,100000055,5509524170,511064,7,513.912
110045,2016-10-20,100000056,7270957383,510045,5,138.8025
111286,2021-12-31,100000056,3405268556,511286,5,118.296
111574,2021-12-25,100000056,8262662751,511574,5,510.9885
110636,2018-08-19,100000057,9223468295,510636,2,47.76
110349,2016-10-03,100000057,3795753080,510349,1,35.91
110472,2021-03-16,100000057,4327321762,510472,10,548.9
110021,2016-12-05,100000058,9730446421,510021,10,1089.816
111506,2022-04-12,100000058,1336619171,511506,8,464.7552
112445,2018-07-30,100000059,9313710898,512445,6,44.2176
110432,2018-12-02,100000059,5997626126,510432,8,450.072
111698,2017-08-05,100000059,4681342313,511698,4,112.424
111105,2021-04-12,100000060,3795753080,511105,9,319.9581
110073,2019-09-18,100000060,4327321762,510073,2,108.6822
112713,2021-11-10,100000060,4327321762,512713,3,163.0233
109985,2019-11-23,100000061,6182617964,509985,4,367.2
110745,2016-04-01,100000061,8713824671,510745,2,89.64
113256,2019-06-22,100000061,8241463559,513255,8,358.2
112406,2017-10-07,100000061,8213207925,512406,1,21.384
111056,2017-09-13,100000061,2178891798,511056,3,49.059
111639,2022-01-03,100000061,6697166886,511639,10,667.44
112869,2016-10-22,100000061,3305177499,512869,4,345.168
110282,2018-09-15,100000062,3750666773,510282,6,464.436
111897,2020-06-07,100000062,1893735141,511897,3,25.6662
111838,2017-03-25,100000062,3795753080,511838,7,243.8289
112703,2019-10-19,100000063,3795753080,512703,7,233.7741
110239,2022-04-03,100000063,9873264896,510239,8,81.0216
111203,2018-06-13,100000063,4291344502,511203,3,155.1798
110047,2022-03-01,100000063,1893735141,510047,5,41.013
112124,2020-07-08,100000064,2926937052,512124,2,20.482
112949,2021-10-11,100000064,1284609276,512949,3,169.29
111020,2018-08-25,100000064,1489444777,511020,8,362.976
110112,2017-01-03,100000077,2113413915,510112,9,101.844
112069,2020-10-14,100000077,1284609276,512069,8,437.184
110592,2021-09-03,100000078,5127562193,510592,3,86.9508
110999,2021-12-19,100000078,5127562193,510999,4,115.9344
110193,2016-12-13,100000078,1284609276,510193,8,460.944
112745,2018-02-24,100000078,2240469836,512745,8,277.9632
110451,2016-07-22,100000080,9223468295,510451,3,67.3416
111648,2022-02-19,100000080,3390230025,511648,4,125.8848
111331,2019-01-13,100000081,9223468295,511331,3,70.2072
113243,2018-02-27,100000081,6228611532,513243,4,124.656
110893,2018-01-31,100000081,9730446421,510893,5,586.824
110788,2018-01-22,100000081,2020397001,510788,2,45.276
110557,2019-07-29,100000082,3495221948,510557,8,951.216
112006,2018-11-19,100000082,4584868492,512006,9,524.799
112383,2019-06-21,100000083,2020397001,512383,8,184.8
111944,2019-12-05,100000083,1893735141,511944,8,70.56
111001,2016-10-04,100000083,4398051135,511001,7,272.09
112415,2017-01-09,100000084,9730446421,512415,1,111.3768
111725,2020-04-24,100000084,6697166886,511725,5,344.844
109897,2016-11-30,100000084,6697166886,509897,8,551.7504
111422,2016-05-20,100000084,8675740287,511422,10,353.958
112230,2018-01-12,100000084,4291344502,512230,10,517.266
111686,2017-09-12,100000084,2963300774,511686,6,423.0198
111798,2020-04-30,100000085,1737807900,511798,6,59.328
112435,2020-10-17,100000086,4291344502,512435,4,204.6816
112496,2020-11-20,100000086,6182617964,512496,5,469.2
111111,2019-01-09,100000086,1284609276,511111,2,109.296
112282,2020-11-27,100000086,8713824671,512282,2,89.424
111075,2016-03-18,100000087,3495221948,511075,9,1058.8536
110529,2021-07-14,100000087,9730446421,510529,2,225.1488
111544,2020-12-09,100000087,8675740287,511544,8,286.2112
111337,2020-07-09,100000087,9730446421,511337,2,225.1488
112862,2017-11-02,100000087,6228611532,512862,8,239.136
110230,2021-06-07,100000088,5997626126,510230,10,371.77
110640,2022-05-01,100000088,9873264896,510640,4,40.9464
111935,2019-11-07,100000089,9730446421,511935,3,348.5016
111695,2018-03-05,100000089,8241463559,511695,9,434.3175
112891,2017-03-10,100000089,6228611532,512891,8,246.768
111466,2017-09-23,100000090,1284609276,511466,8,460.944
112145,2016-06-08,100000090,6697166886,512145,8,575.4816
112090,2019-05-07,100000090,1336619171,512090,5,309.624
112257,2020-08-10,100000090,8713824671,512257,8,386.448
111710,2020-08-15,100000090,2876522496,511710,4,387.224
110995,2020-05-03,100000091,1319286996,510995,7,195.0102
112930,2021-01-18,100000091,7690258628,512930,1,21.7107
113138,2019-06-08,100000091,8948840620,513138,9,176.418
110987,2016-09-12,100000092,6697166886,510987,6,400.464
112331,2021-06-20,100000092,5127562193,512331,5,134.46
113014,2016-05-21,100000092,2524845521,513014,7,413.532
112868,2020-07-12,100000093,1893735141,512868,7,60.5052
110530,2020-04-21,100000093,1284609276,510530,9,523.908
109861,2022-08-08,100000094,1893735141,509861,9,78.5862
110733,2022-01-23,100000094,6991736764,510733,6,117.612
112193,2016-12-09,100000094,9223468295,512193,6,141.8472
112627,2021-04-05,100000094,2113413915,512627,8,97.416
111134,2018-01-05,100000095,8143229140,511134,1,26.7456
110300,2019-12-27,100000095,1284609276,510300,1,57.024
112126,2018-05-24,100000095,6182617964,512126,7,685.44
112787,2020-01-31,100000096,9313710898,512787,1,7.6048
110754,2017-10-15,100000096,7833392032,510754,6,325.1052
112591,2021-05-25,100000096,1336619171,512591,9,557.3232
112512,2019-01-15,100000097,4327321762,512512,10,499.499
112574,2020-01-05,100000097,6697166886,512574,7,472.3992
112217,2022-05-29,100000097,9313710898,512217,5,35.672
110563,2018-01-30,100000097,5509524170,510563,6,435.708
110136,2020-04-22,100000098,5997626126,510136,7,265.776
110271,2018-02-15,100000098,8948840620,510271,3,57.024
112668,2020-06-15,100000116,6648383061,512668,7,193.0698
111431,2018-08-10,100000116,2020397001,511431,9,205.821
110353,2016-02-08,100000116,3495221948,510353,1,123.9084
110973,2021-04-05,100000117,6182617964,510973,9,908.82
110069,2018-11-13,100000117,3305177499,510069,6,569.5272
111763,2021-02-02,100000117,3126356136,511763,1,98.901
109991,2017-11-05,100000119,1319286996,509991,6,167.1516
111485,2022-04-15,100000119,2524845521,511485,3,194.9508
112555,2016-11-17,100000119,6697166886,512555,4,293.6736
112773,2019-09-27,100000119,7425260271,512773,1,35.0856
110463,2020-05-03,100000119,1319286996,510463,2,55.7172
111606,2022-04-04,100000119,3405268556,511606,9,226.6704
112504,2019-09-30,100000119,1893735141,512504,2,17.4636
112054,2020-11-23,100000119,7270957383,512054,3,88.6545
111804,2017-01-06,100000120,3390230025,511804,10,304.668
111672,2020-04-12,100000120,2430071492,511672,3,114.2778
112568,2019-05-04,100000120,6697166886,512568,3,202.4568
112804,2019-03-30,100000121,2524845521,512804,10,590.76
112288,2017-09-14,100000121,9870137717,512288,6,53.46
111215,2021-11-13,100000121,3795753080,511215,3,96.957
113208,2017-07-30,100000121,2363094138,513208,1,64.638
112871,2021-05-05,100000122,3405268556,512871,5,127.2
112790,2017-06-16,100000122,8213207925,512790,7,166.32
112461,2019-10-05,100000122,1319286996,512461,5,140.7
109951,2016-07-15,100000123,2113413915,509951,10,111.93
110096,2021-05-25,100000123,3795753080,510096,2,65.3562
110506,2022-01-25,100000123,1336619171,510506,3,174.2832
111480,2017-10-21,100000123,6182617964,511480,7,649.74
112079,2022-04-24,100000123,8713824671,512079,2,88.452
112893,2017-07-01,100000123,9223468295,512893,6,130.3848
110917,2016-02-19,100000124,4327321762,510917,6,312.873
112774,2021-05-16,100000124,1319286996,512774,4,106.932
111472,2019-12-15,100000124,4934584980,511472,4,212.268
110325,2016-07-03,100000125,6991736764,510325,3,54.054
111571,2016-06-16,100000125,7833392032,511571,9,457.4934
110156,2016-02-23,100000125,7425260271,510156,9,290.2536
111975,2018-12-26,100000125,2240469836,511975,3,97.7886
110405,2016-05-05,100000125,7833392032,510405,5,254.163
110522,2022-01-12,100000126,5480721202,510522,3,83.79
110819,2019-07-17,100000126,4584868492,510819,6,349.866
112374,2016-06-10,100000126,3305177499,512374,1,91.086
110601,2018-10-07,100000127,3405268556,510601,3,70.2144
110590,2019-07-01,100000127,2178891798,510590,1,16.7164
111438,2017-10-26,100000127,1284609276,511438,6,327.888
110104,2022-09-02,100000128,7833392032,510104,3,154.1736
110070,2019-06-04,100000128,9870137717,510070,9,81.972
111925,2018-10-01,100000128,8619953091,511925,2,34.8864
110244,2021-06-28,100000129,3123824581,510244,3,121.1364
109965,2019-09-26,100000129,9730446421,509965,4,440.7168
111313,2017-04-29,100000129,5050067655,511313,3,184.8096
112183,2021-06-26,100000129,3750666773,512183,5,367.08
110261,2018-07-24,100000130,1284609276,510261,7,407.484
112570,2021-09-09,100000130,6648383061,512570,8,218.4224
113066,2018-02-18,100000130,1489444777,513066,10,468.048
112960,2020-11-07,100000130,8619953091,512960,10,185.808
110751,2016-05-14,100000131,3795753080,510751,2,71.82
112789,2016-06-24,100000132,3795753080,512789,1,34.4736
111223,2017-05-31,100000132,1489444777,511223,6,275.0976
110846,2020-04-12,100000132,9730446421,510846,10,1149.696
113104,2020-07-09,100000132,5509524170,513104,2,153.216
111783,2020-08-14,100000132,8713824671,511783,5,239.04
110549,2020-04-19,100000133,4327321762,510549,9,474.2496
112643,2021-10-21,100000133,9730446421,512643,8,919.7568
112904,2016-10-04,100000133,2926937052,512904,6,62.0928
112852,2018-12-01,100000134,3305177499,512852,7,657.7368
110414,2021-11-06,100000134,2876522496,510414,10,978.04
110248,2019-08-25,100000135,5997626126,510248,7,406.3815
112497,2020-07-06,100000135,5480721202,512497,3,85.554
112808,2021-02-09,100000135,5997626126,512808,10,383.635
111949,2021-12-15,100000135,2963300774,511949,6,441.2142
111705,2022-04-07,100000135,1336619171,511705,5,309.624
113175,2022-05-05,100000136,2524845521,513175,9,573.0372
112287,2022-06-22,100000136,6697166886,512287,9,647.4168
110891,2018-12-13,100000137,1893735141,510891,4,33.516
111651,2019-02-16,100000137,3495221948,511651,8,951.216
111708,2016-09-22,100000137,1284609276,511708,7,395.01
110847,2018-08-21,100000138,6697166886,510847,10,741.6
110579,2017-11-23,100000138,8713824671,510579,2,97.2
109971,2018-10-16,100000138,7425260271,509971,10,354.4
111569,2020-04-15,100000138,2430071492,511569,5,209.3
110899,2021-08-25,100000139,8262662751,510899,9,989.01
110631,2020-12-06,100000139,3495221948,510631,9,1126.44
113130,2021-03-21,100000141,9873264896,513130,6,61.4196
112522,2022-07-17,100000141,1737807900,512522,8,77.456
111950,2016-10-25,100000141,7425260271,511950,10,333.136
111550,2017-05-29,100000142,4327321762,511550,8,421.5552
113078,2017-07-09,100000142,3750666773,513078,2,153.216
112767,2022-05-27,100000142,3390230025,512767,3,96.4224
113015,2020-01-31,100000142,6228611532,513015,1,30.528
111218,2020-07-07,100000142,2588421965,511218,5,76.032
111351,2021-05-23,100000143,2363094138,511351,2,136.458
109859,2021-01-27,100000143,2020397001,509859,3,65.835
111048,2016-05-19,100000143,6697166886,511048,5,352.26
111649,2017-07-12,100000143,6697166886,511649,5,352.26
112861,2017-08-16,100000143,9730446421,512861,8,910.176
112529,2021-12-10,100000144,3495221948,512529,1,122.6568
111985,2021-07-23,100000144,8713824671,511985,7,333.396
113194,2018-06-08,100000144,5997626126,513194,8,310.072
111982,2017-09-12,100000145,6182617964,511982,1,98.94
111348,2018-11-09,100000145,9223468295,511348,7,162.1452
110994,2017-07-27,100000145,3495221948,510994,9,1092.6468
112044,2016-03-18,100000145,9730446421,512044,5,580.836
112679,2018-03-10,100000145,6182617964,512679,7,692.58
113180,2018-08-25,100000145,8675740287,513180,5,184.591
112153,2019-06-18,100000146,4934584980,512153,7,375.3792
110371,2022-04-06,100000146,4291344502,510371,2,106.7904
110454,2017-01-12,100000146,9873264896,510454,3,31.3632
112913,2018-03-30,100000146,2020397001,512913,4,88.704
110835,2017-05-05,100000147,5997626126,510835,9,506.331
111538,2021-08-27,100000148,4681342313,511538,1,28.405
110022,2022-05-04,100000148,7270957383,510022,10,283.575
112987,2017-04-12,100000148,2178891798,512987,3,51.7845
111891,2020-10-15,100000149,2113413915,511891,7,86.1
110937,2020-06-14,100000149,3126356136,510937,6,599.4
110044,2017-07-06,100000149,9730446421,510044,6,718.56
112652,2018-01-30,100000149,9313710898,512652,2,15.68
110283,2017-09-11,100000150,4398051135,510283,2,72.2982
112151,2019-09-24,100000151,2524845521,512151,5,295.38
111585,2022-07-12,100000151,1319286996,511585,3,75.978
110578,2021-09-26,100000151,8675740287,510578,9,308.286
112573,2020-05-07,100000151,8713824671,512573,3,131.22
111080,2019-01-07,100000152,9223468295,511080,3,69.4908
112140,2016-07-13,100000152,2113413915,512140,1,11.931
110233,2018-11-25,100000152,3795753080,510233,10,348.327
112081,2019-07-07,100000153,2178891798,512081,1,17.2615
112784,2018-07-17,100000153,8262662751,512784,2,208.791
111101,2021-11-25,100000153,8675740287,511101,4,144.628
111805,2016-06-16,100000153,6228611532,511805,4,120.84
110724,2016-10-20,100000153,8713824671,510724,1,47.31
113043,2016-04-13,100000154,7270957383,513043,3,88.6545
113171,2016-03-09,100000154,8619953091,513171,5,93.852
110528,2019-07-02,100000155,1319286996,510528,4,111.4344
112394,2019-12-05,100000155,2363094138,512394,8,568.8144
111377,2016-11-05,100000156,2113413915,511377,3,34.686
112463,2022-02-28,100000156,3135576553,512463,3,16.5816
110029,2022-06-04,100000156,4681342313,510029,2,56.212
111296,2017-05-07,100000156,4327321762,511296,4,206.3864
112801,2020-02-25,100000156,5509524170,512801,2,150.024
111520,2022-05-25,100000157,2113413915,511520,7,83.517
112983,2022-02-05,100000157,4398051135,512983,8,301.6312
110403,2019-09-24,100000157,9223468295,510403,2,46.3272
110477,2017-09-24,100000157,3795753080,510477,3,104.4981
113227,2020-09-11,100000158,3126356136,513227,5,454.545
110203,2016-12-12,100000159,6697166886,510203,8,539.8848
110928,2021-09-08,100000160,9873264896,510928,2,21.5622
110858,2017-08-19,100000161,1489444777,510858,10,477.6
112634,2021-02-16,100000161,3405268556,512634,2,50.88
111246,2017-12-23,100000161,3305177499,511246,9,862.92
112335,2022-05-25,100000162,6228611532,512335,7,211.47
111749,2018-03-13,100000162,8713824671,511749,4,189.24
111885,2019-04-27,100000162,8143229140,511885,8,211.736
112607,2019-01-19,100000162,1284609276,512607,6,338.58
110906,2022-01-23,100000163,2524845521,510906,5,301.944
110437,2021-06-02,100000163,2524845521,510437,1,60.3888
112098,2020-11-29,100000163,3795753080,512098,2,66.0744
110319,2022-02-17,100000169,1489444777,510319,10,434.616
112590,2021-10-02,100000169,6182617964,512590,9,835.38
112622,2022-04-07,100000169,1336619171,512622,10,580.944
113192,2020-09-21,100000169,2430071492,513192,2,76.1852
110411,2018-12-11,100000170,5050067655,510411,8,514.2528
110065,2021-02-20,100000170,8143229140,510065,7,187.2192
113147,2018-03-21,100000170,1284609276,513147,6,342.144
112721,2017-02-01,100000170,2524845521,512721,6,378.0864
113140,2021-12-20,100000170,6182617964,513140,9,881.28
113163,2016-05-19,100000171,2430071492,513163,4,164.0912
111116,2016-08-10,100000171,9730446421,511116,4,469.4592
110553,2019-09-20,100000172,1737807900,510553,10,103
111505,2020-01-15,100000172,9223468295,511505,3,71.64
109945,2016-02-02,100000172,5127562193,509945,8,239.04
110265,2018-04-01,100000172,1319286996,510265,10,281.4
111302,2019-02-24,100000172,5997626126,511302,1,59.85
111443,2020-12-20,100000172,5509524170,511443,10,798
112966,2018-04-25,100000172,2020397001,512966,8,184.8
112477,2022-02-14,100000172,7425260271,512477,9,318.96
113214,2019-03-04,100000173,1737807900,513214,5,49.955
111456,2018-07-19,100000173,1336619171,511456,2,123.8496
109910,2017-07-24,100000173,2588421965,509910,1,15.3648
112271,2019-01-06,100000174,1336619171,512271,1,61.2864
112690,2018-03-02,100000174,4584868492,512690,3,176.7744
110118,2021-10-01,100000175,8675740287,510118,2,71.5528
112879,2017-09-08,100000175,3795753080,512879,8,270.0432
113038,2019-07-18,100000176,2178891798,513038,2,35.6132
112604,2016-06-23,100000176,6697166886,512604,10,726.768
112117,2017-09-29,100000176,1284609276,512117,5,291.06
111865,2020-11-30,100000177,9730446421,511865,3,344.9088
110381,2016-11-09,100000177,2113413915,510381,8,94.464
110742,2018-08-16,100000177,3126356136,510742,7,671.328
110217,2017-12-01,100000178,2113413915,510217,4,46.248
112642,2020-08-28,100000178,2963300774,512642,7,498.8298
110103,2016-04-10,100000178,6697166886,510103,6,418.2624
112974,2020-04-11,100000178,1284609276,512974,4,223.344
110391,2022-05-20,100000179,6697166886,510391,3,206.9064
110866,2017-02-12,100000181,6511971572,510866,10,440.496
110535,2017-09-20,100000181,1893735141,510535,9,73.0296
111170,2019-01-30,100000181,1737807900,511170,3,28.428
112637,2018-10-22,100000181,2926937052,512637,10,99.176
112786,2019-07-23,100000181,2782517448,512786,9,378.9756
110816,2021-11-22,100000181,2178891798,510816,10,167.164
113185,2018-03-12,100000181,7833392032,513185,4,205.5648
110857,2017-12-23,100000181,6511971572,510857,4,176.1984
113119,2017-06-01,100000182,6648383061,513119,10,261.884
110231,2020-10-11,100000182,8948840620,510231,8,148.896
111316,2019-10-16,100000183,8619953091,511316,8,148.6464
112049,2020-03-20,100000183,8241463559,512049,2,97.51
112655,2022-02-06,100000184,9730446421,512655,9,1045.5048
110141,2019-07-30,100000184,5127562193,510141,7,202.8852
111979,2021-04-04,100000184,8694351166,511979,4,150.8156
111129,2021-10-03,100000185,1284609276,511129,7,382.536
111700,2019-11-21,100000185,4291344502,511700,5,255.852
112436,2022-04-02,100000185,6697166886,512436,5,341.136
109860,2017-04-10,100000187,6697166886,509860,1,72.6768
111786,2021-02-28,100000187,2876522496,511786,10,978.04
112638,2017-04-18,100000187,7833392032,512638,2,109.4856
111000,2016-07-24,100000187,8143229140,511000,2,54.6056
109986,2022-08-02,100000187,1284609276,509986,3,174.636
110648,2019-08-27,100000187,2926937052,510648,9,95.0796
109879,2016-04-17,100000188,2588421965,509879,1,15.2064
112401,2022-06-14,100000188,2430071492,512401,9,361.6704
111066,2020-10-14,100000188,2588421965,511066,10,152.064
111852,2016-12-18,100000188,3795753080,511852,8,275.7888
111854,2017-10-08,100000189,1489444777,511854,3,143.28
110718,2021-05-22,100000189,6697166886,510718,10,741.6
111914,2021-01-17,100000189,2240469836,511914,9,322.38
111633,2018-10-24,100000189,9313710898,511633,2,15.68
110117,2019-02-17,100000190,8694351166,510117,8,295.412
110901,2020-05-07,100000190,9873264896,510901,3,31.0365
112890,2022-07-29,100000190,4291344502,512890,3,158.517
111193,2019-07-31,100000190,3795753080,511193,2,68.229
110716,2019-10-28,100000190,9730446421,510716,3,341.316
111642,2020-03-26,100000190,6697166886,511642,9,634.068
112332,2016-09-29,100000190,6697166886,512332,1,70.452
110977,2019-01-10,100000192,8143229140,510977,1,25.3526
112111,2022-05-08,100000192,9223468295,512111,2,43.4616
113187,2019-10-27,100000192,6511971572,513187,4,174.2832
112390,2019-12-10,100000193,6182617964,512390,7,656.88
110008,2018-08-28,100000194,1489444777,510008,4,177.6672
110199,2018-02-19,100000194,5127562193,510199,8,222.3072
111403,2019-06-05,100000194,3750666773,511403,3,222.642
111201,2021-10-07,100000194,5480721202,511201,1,27.342
111340,2018-08-31,100000195,4398051135,511340,6,212.2302
112367,2017-08-28,100000195,9313710898,512367,8,57.0752
112938,2018-10-25,100000195,6697166886,512938,9,607.3704
110957,2018-01-02,100000196,7833392032,510957,1,53.6256
112002,2016-12-22,100000196,8619953091,512002,9,163.8144
111402,2019-06-05,100000196,3962085980,511402,2,117.8496
111940,2022-03-04,100000196,4327321762,511940,5,263.472
112870,2021-01-30,100000197,2782517448,512870,8,340.5288
111652,2019-02-20,100000198,7833392032,511652,3,167.58
111699,2018-05-22,100000198,5050067655,511699,1,66.96
112540,2019-01-17,100000198,2782517448,512540,4,183.08
112189,2016-12-11,100000198,2963300774,512189,7,530.67
112181,2016-02-15,100000199,2430071492,512181,4,162.4168
112384,2020-11-25,100000199,8675740287,512384,2,73.8364
112691,2021-09-11,100000199,1284609276,512691,9,518.562
110486,2018-02-25,100000200,1319286996,510486,10,267.33
112594,2018-03-10,100000201,4584868492,512594,5,306.9
111788,2016-10-28,100000201,1489444777,511788,8,382.08
110731,2016-08-13,100000201,6991736764,510731,8,158.4
110321,2017-12-17,100000201,8619953091,510321,9,170.64
110390,2021-10-15,100000202,3795753080,510390,10,323.19
112417,2019-04-05,100000202,6511971572,512417,9,387.828
111254,2016-01-11,100000202,9223468295,511254,2,42.984
112221,2021-06-29,100000202,2240469836,512221,2,64.476
110714,2022-06-09,100000202,6697166886,510714,1,66.744
109883,2016-03-10,100000203,2113413915,509883,4,47.724
110291,2022-04-02,100000203,7645689457,510291,8,73.5648
111607,2020-11-06,100000203,9730446421,511607,2,232.3344
113017,2021-01-18,100000203,2963300774,513017,7,514.7499
111140,2018-11-14,100000204,2963300774,511140,7,525.3633
111050,2019-05-13,100000204,6648383061,511050,1,27.5814
111583,2022-03-13,100000204,8262662751,511583,7,761.5377
112768,2016-02-04,100000204,2020397001,512768,1,22.869
111120,2021-07-12,100000205,2782517448,511120,8,347.852
111212,2022-01-11,100000205,2926937052,511212,6,61.446
113072,2016-12-06,100000205,6697166886,513072,8,563.616
111942,2016-11-26,100000205,2430071492,511942,7,278.369
112277,2021-04-21,100000205,1319286996,512277,8,213.864
112899,2022-09-11,100000205,1284609276,512899,1,56.43
110205,2018-03-19,100000206,1284609276,510205,9,486.486
111629,2022-04-09,100000206,6719567315,511629,1,43.5708
111873,2017-04-19,100000206,2020397001,511873,7,147.147
110266,2017-07-08,100000207,7425260271,510266,4,130.4192
111385,2020-07-10,100000207,1893735141,511385,8,64.9152
111130,2019-01-12,100000207,6182617964,511130,3,281.52
112484,2021-02-09,100000207,8694351166,512484,7,250.3228
111951,2021-09-15,100000208,3126356136,511951,5,499.5
112550,2018-06-16,100000208,9730446421,512550,7,838.32
111835,2017-07-20,100000209,3795753080,511835,9,310.2624
111609,2020-05-25,100000209,4327321762,511609,3,158.0832
112866,2021-11-09,100000209,3305177499,512866,6,552.2688
110927,2018-12-10,100000209,2020397001,510927,6,133.056
110824,2016-05-10,100000209,3405268556,510824,1,24.4224
